id,text,label
1503,i feel like im pretty weird and open about liking a lot of things i doubt any of my interests would surprise anyone,5
1504,i really feel for these innocent kids because not only are they taught unconscious racism but then they are taught overt racism and they have no choice but to follow,1
1505,i feel intimidated by the wide open design and therefore find it hard to write,4
1506,i feel like the awkward year old i was and some days i really feel like a grown up,0
1507,i really just want someone to hold me and kiss me to make me feel loved and safe,2
1508,i wanted to feel convinced that she had truly found herself and her place in the world without a man but considering that the book started and ended with a relationship i was not thoroughly convinced,1
1509,i have faith but don t feel convinced that its if i am on here asking questions,1
1510,i feel that i want what i need and know that i just need to bleed in this fucked up world of my own,3
1511,i got a little bit of help from my brother at the beginning and lots of lucks near the end of the game which might make you feel dumb at least it did that to me hahaha and at the end you have to decide nikos and the worlds fate to save niko or to save the world,0
1512,i do feel rather nostalgic for the days gone by which will never return,2
1513,i could soon feel quite rejected,0
1514,i just can feel so pain but nothing to do blank and speechless,0
1515,i feel honored or insulted,1
1516,i felt a little bit of cramping and the same feelings i had been feeling for weeks so was not bothered by it,3
1517,id always been proud of where im coming from but now sometimes i feel im too dorky boring hipster in the wrong way awkward and then i wonder why dont people feel close to me,0
1518,i feel like a useless bastard,0
1519,i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society,3
1520,i feel kinda strange too cause i didnt encountered with such feelings last year,5
1521,i feel like garbage i am wonderful though i feel weak i am strong though i feel like a failure i succeed and though i feel unworthy i will live out my dream it ends and begins now,1
1522,i feel like this never get impatient around sharp objects as it will inevitably lead to tears,3
1523,i don t think i could feel more idiotic if i tried,0
1524,i was sipping my diet coke watching my the swimming lessons and feeling aggravated that my mousekins were not being better listeners the thought crossed my mind,3
1525,i think guys who feel need to compensate do it by being obnoxious,3
1526,i feel shitty as fuck,0
1527,i feel so invigorated by the sunshine,1
1528,i am not sure why i feel the need to share this experience with the world maybe its just that now that its over its actually pretty funny,5
1529,i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out,4
1530,i feel like i m accomplishing something and when i feel passionate about life,1
1531,i feel a strong connection with another human being and i want to spend more time with her,1
1532,waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened,4
1533,i feel all glamorous,1
1534,ive been feeling jealous lately of bloggers going off to author readings and book si,3
1535,i feel so doomed for my botany lec finals later,0
1536,im re reading that sentence and feeling foolish,0
1537,i feel glad to be teaching nursery children who have special needs and know that the study of art has better helped me to use art in the curriculum to make lessons more enjoyable and interesting for the pupils,1
1538,i came away from this evening feeling very rich that i have a friend down the street that is so very close to me,1
1539,i came back and for some reason my mind feels blank,0
1540,i feel like i want to punch him in his handsome face,1
1541,i do when i feel guilty a href http douevenlift,0
1542,i had an incredible feeling of frantic despair,4
1543,i have struggled to fit all the work in for this module and have felt frustrated at times feeling that my blogs were rushed and although i have read with great interested fellow students blogs i feel i havent interacted as much as i could have done this is a definite area for development,3
1544,i feel like i have gotten rejected by him over and over again from the time i have met him,0
